ProgrammeCode,StudyYear,AcademicYear,Course,CourseType,CompKey
10042,2.0,2014-2015,1009,compulsory-elective,PI_10042_2.0_2014-2015_1009
10042,2.0,2015-2016,1009,elective,PI_10042_2.0_2015-2016_1009
10051,2.0,2021-2022,1009,elective,PI_10051_2.0_2021-2022_1009
10053,1.0,2020-2021,1009,elective,PI_10053_1.0_2020-2021_1009
10053,2.0,2018-2019,1009,compulsory,PI_10053_2.0_2018-2019_1009
10054,3.0,2016-2017,1009,elective,PI_10054_3.0_2016-2017_1009
10073,1.0,2018-2019,1009,elective,PI_10073_1.0_2018-2019_1009
10073,2.0,2022-2023,1009,elective,PI_10073_2.0_2022-2023_1009
10073,3.0,2014-2015,1009,elective,PI_10073_3.0_2014-2015_1009
10074,2.0,2019-2020,1009,compulsory-elective,PI_10074_2.0_2019-2020_1009
10074,2.0,2021-2022,1009,compulsory,PI_10074_2.0_2021-2022_1009
10001,2.0,2023-2024,1010,compulsory-elective,PI_10001_2.0_2023-2024_1010
10011,2.0,2017-2018,1010,compulsory-elective,PI_10011_2.0_2017-2018_1010
10012,1.0,2021-2022,1010,elective,PI_10012_1.0_2021-2022_1010
10012,2.0,2013-2014,1010,elective,PI_10012_2.0_2013-2014_1010
10012,3.0,2019-2020,1010,elective,PI_10012_3.0_2019-2020_1010
10013,3.0,2015-2016,1010,elective,PI_10013_3.0_2015-2016_1010
10031,1.0,2017-2018,1010,compulsory,PI_10031_1.0_2017-2018_1010
10031,2.0,2016-2017,1010,elective,PI_10031_2.0_2016-2017_1010
10032,1.0,2015-2016,1010,compulsory,PI_10032_1.0_2015-2016_1010
10032,1.0,2023-2024,1010,elective,PI_10032_1.0_2023-2024_1010
10032,2.0,2019-2020,1010,compulsory-elective,PI_10032_2.0_2019-2020_1010
10042,2.0,2014-2015,1010,compulsory-elective,PI_10042_2.0_2014-2015_1010
10051,1.0,2019-2020,1010,elective,PI_10051_1.0_2019-2020_1010
10052,1.0,2021-2022,1010,compulsory-elective,PI_10052_1.0_2021-2022_1010
10053,2.0,2015-2016,1010,compulsory-elective,PI_10053_2.0_2015-2016_1010
10054,2.0,2023-2024,1010,compulsory,PI_10054_2.0_2023-2024_1010
10061,1.0,2019-2020,1010,compulsory,PI_10061_1.0_2019-2020_1010
10071,1.0,2018-2019,1010,elective,PI_10071_1.0_2018-2019_1010
10071,3.0,2020-2021,1010,elective,PI_10071_3.0_2020-2021_1010
10072,2.0,2022-2023,1010,elective,PI_10072_2.0_2022-2023_1010
10073,2.0,2019-2020,1010,compulsory,PI_10073_2.0_2019-2020_1010
10074,2.0,2013-2014,1010,elective,PI_10074_2.0_2013-2014_1010
10001,2.0,2015-2016,1011,elective,PI_10001_2.0_2015-2016_1011
10001,2.0,2016-2017,1011,elective,PI_10001_2.0_2016-2017_1011
10001,2.0,2023-2024,1011,compulsory-elective,PI_10001_2.0_2023-2024_1011
10031,1.0,2020-2021,1011,compulsory-elective,PI_10031_1.0_2020-2021_1011
10031,2.0,2023-2024,1011,compulsory,PI_10031_2.0_2023-2024_1011
10034,1.0,2019-2020,1011,elective,PI_10034_1.0_2019-2020_1011
10041,1.0,2017-2018,1011,compulsory,PI_10041_1.0_2017-2018_1011
10041,2.0,2023-2024,1011,elective,PI_10041_2.0_2023-2024_1011
10042,1.0,2023-2024,1011,elective,PI_10042_1.0_2023-2024_1011
10042,2.0,2017-2018,1011,compulsory-elective,PI_10042_2.0_2017-2018_1011
10051,1.0,2017-2018,1011,compulsory,PI_10051_1.0_2017-2018_1011
10051,3.0,2013-2014,1011,compulsory-elective,PI_10051_3.0_2013-2014_1011
10053,1.0,2021-2022,1011,elective,PI_10053_1.0_2021-2022_1011
10054,2.0,2022-2023,1011,elective,PI_10054_2.0_2022-2023_1011
10071,2.0,2017-2018,1011,compulsory-elective,PI_10071_2.0_2017-2018_1011
10071,2.0,2022-2023,1011,elective,PI_10071_2.0_2022-2023_1011
10073,2.0,2023-2024,1011,compulsory-elective,PI_10073_2.0_2023-2024_1011
10074,1.0,2018-2019,1011,compulsory-elective,PI_10074_1.0_2018-2019_1011
10074,1.0,2021-2022,1011,compulsory-elective,PI_10074_1.0_2021-2022_1011
10011,3.0,2015-2016,1012,compulsory-elective,PI_10011_3.0_2015-2016_1012
10012,1.0,2020-2021,1012,elective,PI_10012_1.0_2020-2021_1012
10012,1.0,2023-2024,1012,compulsory,PI_10012_1.0_2023-2024_1012
10012,2.0,2022-2023,1012,elective,PI_10012_2.0_2022-2023_1012
10013,1.0,2017-2018,1012,compulsory-elective,PI_10013_1.0_2017-2018_1012
10013,3.0,2020-2021,1012,compulsory-elective,PI_10013_3.0_2020-2021_1012
10014,1.0,2019-2020,1012,elective,PI_10014_1.0_2019-2020_1012
10014,1.0,2022-2023,1012,elective,PI_10014_1.0_2022-2023_1012
10032,3.0,2013-2014,1012,compulsory-elective,PI_10032_3.0_2013-2014_1012
10033,2.0,2020-2021,1012,compulsory-elective,PI_10033_2.0_2020-2021_1012
10041,1.0,2022-2023,1012,elective,PI_10041_1.0_2022-2023_1012
10041,2.0,2017-2018,1012,elective,PI_10041_2.0_2017-2018_1012
10053,1.0,2013-2014,1012,elective,PI_10053_1.0_2013-2014_1012
10053,2.0,2022-2023,1012,compulsory-elective,PI_10053_2.0_2022-2023_1012
10071,2.0,2018-2019,1012,elective,PI_10071_2.0_2018-2019_1012
10074,1.0,2016-2017,1012,compulsory-elective,PI_10074_1.0_2016-2017_1012
10001,3.0,2018-2019,1013,compulsory,PI_10001_3.0_2018-2019_1013
10012,2.0,2020-2021,1013,compulsory,PI_10012_2.0_2020-2021_1013
10014,1.0,2020-2021,1013,compulsory,PI_10014_1.0_2020-2021_1013
10032,3.0,2015-2016,1013,elective,PI_10032_3.0_2015-2016_1013
10034,1.0,2021-2022,1013,elective,PI_10034_1.0_2021-2022_1013
10042,1.0,2021-2022,1013,elective,PI_10042_1.0_2021-2022_1013
10051,2.0,2014-2015,1013,compulsory,PI_10051_2.0_2014-2015_1013
10052,2.0,2014-2015,1013,compulsory,PI_10052_2.0_2014-2015_1013
10053,1.0,2013-2014,1013,elective,PI_10053_1.0_2013-2014_1013
10053,2.0,2015-2016,1013,elective,PI_10053_2.0_2015-2016_1013
10054,1.0,2021-2022,1013,compulsory-elective,PI_10054_1.0_2021-2022_1013
10054,3.0,2017-2018,1013,elective,PI_10054_3.0_2017-2018_1013
10061,2.0,2013-2014,1013,elective,PI_10061_2.0_2013-2014_1013
10071,1.0,2017-2018,1013,compulsory-elective,PI_10071_1.0_2017-2018_1013
10073,1.0,2022-2023,1013,compulsory-elective,PI_10073_1.0_2022-2023_1013
10001,1.0,2023-2024,1014,compulsory,PI_10001_1.0_2023-2024_1014
10001,2.0,2019-2020,1014,compulsory-elective,PI_10001_2.0_2019-2020_1014
10011,3.0,2014-2015,1014,elective,PI_10011_3.0_2014-2015_1014
10011,3.0,2019-2020,1014,elective,PI_10011_3.0_2019-2020_1014
10011,3.0,2020-2021,1014,compulsory-elective,PI_10011_3.0_2020-2021_1014
10014,1.0,2021-2022,1014,compulsory,PI_10014_1.0_2021-2022_1014
10031,2.0,2014-2015,1014,elective,PI_10031_2.0_2014-2015_1014
10032,2.0,2023-2024,1014,compulsory,PI_10032_2.0_2023-2024_1014
10032,3.0,2015-2016,1014,compulsory-elective,PI_10032_3.0_2015-2016_1014
10033,2.0,2016-2017,1014,elective,PI_10033_2.0_2016-2017_1014
10033,2.0,2017-2018,1014,elective,PI_10033_2.0_2017-2018_1014
10034,1.0,2019-2020,1014,compulsory-elective,PI_10034_1.0_2019-2020_1014
10041,2.0,2017-2018,1014,compulsory,PI_10041_2.0_2017-2018_1014
10042,1.0,2020-2021,1014,elective,PI_10042_1.0_2020-2021_1014
10042,2.0,2021-2022,1014,elective,PI_10042_2.0_2021-2022_1014
10051,3.0,2014-2015,1014,elective,PI_10051_3.0_2014-2015_1014
10051,3.0,2017-2018,1014,elective,PI_10051_3.0_2017-2018_1014
10071,3.0,2023-2024,1014,elective,PI_10071_3.0_2023-2024_1014
10072,3.0,2017-2018,1014,compulsory-elective,PI_10072_3.0_2017-2018_1014
10072,3.0,2021-2022,1014,elective,PI_10072_3.0_2021-2022_1014
10011,1.0,2018-2019,1015,elective,PI_10011_1.0_2018-2019_1015
10011,2.0,2019-2020,1015,elective,PI_10011_2.0_2019-2020_1015
10014,1.0,2014-2015,1015,elective,PI_10014_1.0_2014-2015_1015
10014,2.0,2020-2021,1015,compulsory-elective,PI_10014_2.0_2020-2021_1015
10021,2.0,2014-2015,1015,elective,PI_10021_2.0_2014-2015_1015
10021,2.0,2015-2016,1015,compulsory-elective,PI_10021_2.0_2015-2016_1015
10031,2.0,2014-2015,1015,compulsory,PI_10031_2.0_2014-2015_1015
10032,1.0,2016-2017,1015,elective,PI_10032_1.0_2016-2017_1015
10032,1.0,2019-2020,1015,compulsory,PI_10032_1.0_2019-2020_1015
10032,2.0,2013-2014,1015,elective,PI_10032_2.0_2013-2014_1015
10032,2.0,2018-2019,1015,compulsory-elective,PI_10032_2.0_2018-2019_1015
10034,1.0,2023-2024,1015,compulsory,PI_10034_1.0_2023-2024_1015
10041,1.0,2018-2019,1015,elective,PI_10041_1.0_2018-2019_1015
10041,2.0,2015-2016,1015,elective,PI_10041_2.0_2015-2016_1015
10051,1.0,2021-2022,1015,elective,PI_10051_1.0_2021-2022_1015
10051,1.0,2023-2024,1015,compulsory,PI_10051_1.0_2023-2024_1015
10052,1.0,2016-2017,1015,elective,PI_10052_1.0_2016-2017_1015
10053,2.0,2015-2016,1015,elective,PI_10053_2.0_2015-2016_1015
10053,2.0,2019-2020,1015,compulsory,PI_10053_2.0_2019-2020_1015
10054,1.0,2014-2015,1015,compulsory,PI_10054_1.0_2014-2015_1015
10054,1.0,2018-2019,1015,compulsory-elective,PI_10054_1.0_2018-2019_1015
10011,3.0,2022-2023,1016,elective,PI_10011_3.0_2022-2023_1016
10014,1.0,2018-2019,1016,elective,PI_10014_1.0_2018-2019_1016
10014,1.0,2020-2021,1016,compulsory-elective,PI_10014_1.0_2020-2021_1016
10014,2.0,2017-2018,1016,elective,PI_10014_2.0_2017-2018_1016
10021,1.0,2018-2019,1016,compulsory-elective,PI_10021_1.0_2018-2019_1016
10021,2.0,2023-2024,1016,compulsory-elective,PI_10021_2.0_2023-2024_1016
10032,1.0,2022-2023,1016,compulsory-elective,PI_10032_1.0_2022-2023_1016
10033,1.0,2013-2014,1016,compulsory-elective,PI_10033_1.0_2013-2014_1016
10033,1.0,2018-2019,1016,elective,PI_10033_1.0_2018-2019_1016
10041,1.0,2015-2016,1016,elective,PI_10041_1.0_2015-2016_1016
10051,3.0,2013-2014,1016,elective,PI_10051_3.0_2013-2014_1016
10052,1.0,2015-2016,1016,elective,PI_10052_1.0_2015-2016_1016
10061,2.0,2020-2021,1016,elective,PI_10061_2.0_2020-2021_1016
10071,3.0,2019-2020,1016,elective,PI_10071_3.0_2019-2020_1016
10074,1.0,2014-2015,1016,compulsory-elective,PI_10074_1.0_2014-2015_1016
10001,2.0,2022-2023,1017,elective,PI_10001_2.0_2022-2023_1017
10012,3.0,2020-2021,1017,compulsory,PI_10012_3.0_2020-2021_1017
10013,2.0,2015-2016,1017,compulsory,PI_10013_2.0_2015-2016_1017
10031,1.0,2013-2014,1017,elective,PI_10031_1.0_2013-2014_1017
10032,3.0,2018-2019,1017,elective,PI_10032_3.0_2018-2019_1017
10034,1.0,2016-2017,1017,compulsory-elective,PI_10034_1.0_2016-2017_1017
10053,1.0,2016-2017,1017,compulsory,PI_10053_1.0_2016-2017_1017
10053,1.0,2017-2018,1017,elective,PI_10053_1.0_2017-2018_1017
10053,1.0,2019-2020,1017,compulsory-elective,PI_10053_1.0_2019-2020_1017
10053,1.0,2020-2021,1017,compulsory-elective,PI_10053_1.0_2020-2021_1017
10061,1.0,2019-2020,1017,compulsory-elective,PI_10061_1.0_2019-2020_1017
10061,2.0,2013-2014,1017,elective,PI_10061_2.0_2013-2014_1017
10072,2.0,2013-2014,1017,compulsory,PI_10072_2.0_2013-2014_1017
10072,3.0,2014-2015,1017,compulsory-elective,PI_10072_3.0_2014-2015_1017
10073,1.0,2016-2017,1017,elective,PI_10073_1.0_2016-2017_1017
10073,1.0,2021-2022,1017,elective,PI_10073_1.0_2021-2022_1017
10073,2.0,2015-2016,1017,compulsory,PI_10073_2.0_2015-2016_1017
10073,3.0,2021-2022,1017,elective,PI_10073_3.0_2021-2022_1017
10074,2.0,2020-2021,1017,compulsory,PI_10074_2.0_2020-2021_1017
10011,3.0,2021-2022,1018,elective,PI_10011_3.0_2021-2022_1018
10014,1.0,2018-2019,1018,elective,PI_10014_1.0_2018-2019_1018
10032,1.0,2019-2020,1018,elective,PI_10032_1.0_2019-2020_1018
10032,2.0,2016-2017,1018,elective,PI_10032_2.0_2016-2017_1018
10033,1.0,2021-2022,1018,elective,PI_10033_1.0_2021-2022_1018
10042,1.0,2022-2023,1018,elective,PI_10042_1.0_2022-2023_1018
10051,3.0,2015-2016,1018,elective,PI_10051_3.0_2015-2016_1018
10054,2.0,2015-2016,1018,elective,PI_10054_2.0_2015-2016_1018
10054,2.0,2021-2022,1018,compulsory,PI_10054_2.0_2021-2022_1018
10073,2.0,2016-2017,1018,compulsory-elective,PI_10073_2.0_2016-2017_1018
10001,1.0,2014-2015,1019,compulsory,PI_10001_1.0_2014-2015_1019
10012,1.0,2017-2018,1019,elective,PI_10012_1.0_2017-2018_1019
10013,3.0,2015-2016,1019,elective,PI_10013_3.0_2015-2016_1019
10013,3.0,2022-2023,1019,compulsory-elective,PI_10013_3.0_2022-2023_1019
10032,2.0,2021-2022,1019,elective,PI_10032_2.0_2021-2022_1019
10034,1.0,2020-2021,1019,compulsory,PI_10034_1.0_2020-2021_1019
10051,3.0,2017-2018,1019,compulsory,PI_10051_3.0_2017-2018_1019
10052,1.0,2018-2019,1019,compulsory-elective,PI_10052_1.0_2018-2019_1019
10052,1.0,2020-2021,1019,elective,PI_10052_1.0_2020-2021_1019
10053,2.0,2017-2018,1019,elective,PI_10053_2.0_2017-2018_1019
10054,2.0,2019-2020,1019,compulsory-elective,PI_10054_2.0_2019-2020_1019
10061,1.0,2018-2019,1019,elective,PI_10061_1.0_2018-2019_1019
10061,2.0,2015-2016,1019,compulsory,PI_10061_2.0_2015-2016_1019
10072,2.0,2022-2023,1019,elective,PI_10072_2.0_2022-2023_1019
10011,2.0,2022-2023,1020,elective,PI_10011_2.0_2022-2023_1020
10013,1.0,2022-2023,1020,compulsory-elective,PI_10013_1.0_2022-2023_1020
10013,2.0,2016-2017,1020,elective,PI_10013_2.0_2016-2017_1020
10014,2.0,2023-2024,1020,elective,PI_10014_2.0_2023-2024_1020
10021,1.0,2019-2020,1020,compulsory-elective,PI_10021_1.0_2019-2020_1020
10031,1.0,2023-2024,1020,elective,PI_10031_1.0_2023-2024_1020
10031,2.0,2018-2019,1020,compulsory-elective,PI_10031_2.0_2018-2019_1020
10033,2.0,2021-2022,1020,elective,PI_10033_2.0_2021-2022_1020
10051,3.0,2015-2016,1020,compulsory-elective,PI_10051_3.0_2015-2016_1020
10051,3.0,2018-2019,1020,elective,PI_10051_3.0_2018-2019_1020
10052,1.0,2019-2020,1020,compulsory,PI_10052_1.0_2019-2020_1020
10053,1.0,2018-2019,1020,compulsory-elective,PI_10053_1.0_2018-2019_1020
10054,2.0,2015-2016,1020,compulsory-elective,PI_10054_2.0_2015-2016_1020
10061,1.0,2014-2015,1020,compulsory-elective,PI_10061_1.0_2014-2015_1020
10061,2.0,2015-2016,1020,elective,PI_10061_2.0_2015-2016_1020
